id;name;priceDate;price;isBudgetBrand;quantity;unit;isWeighted;isBio;isAvailable
444;Bagekartofler, 1 ST / England;2025-08-07;7.0;false;1;stk;false;false;true
5774540974705;A.B. Fugleæg Med Hindbær, 124 GR / Danmark;2025-05-07;20.0;false;124;g;false;false;true
5704000496515;K-Salat Skinkesalat Finthk, 150 GR / Danmark;2025-11-14;20.95;false;150;g;false;false;true
8001841168531;Always Ultra Long 2 Vp, 22 ST / Tyskland;2025-05-13;45.0;false;22;stk;false;false;true
57008035;TUBORG JULEBRYG, 33 CL / Danmark;2024-03-28;5.0;false;330;ml;false;false;true
5704378958363;JUTEGARN NATUR 35M, 35 ST / Kina;2023-12-18;16.95;false;35;stk;false;false;true
5701058010816;Urt Mœsli Daddel/Kokos Øko, 600 GR / Danmark;2025-11-05;38.21;false;600;g;false;true;true
7610594252148;Kahlua Likør 16%, 70 CL / Mexico;2025-11-08;99.95;false;700;ml;false;false;true
5713388600193;Ration Bar Æble/Solbær/Blå, 40 GR / Danmark;2025-03-09;12.0;false;40;g;false;false;true
5701302153306;Serviet 33Cm Jul Guld, 20 ST / Tyskland;2025-01-01;19.95;false;20;stk;false;false;true
7311041074312;Fp Dijon Sennep, 370 GR / Frankrig;2025-10-17;12.95;false;370;g;false;false;true
5711953146602;Arla Letmælk 1,5%, 500 ML / Danmark;2025-10-02;10.13;false;500;ml;false;false;true
5713509018456;Lakrids Mandler Dragä, 100 GR / Danmark;2025-01-03;35.0;false;100;g;false;false;true
7046110037195;Jordan Green Cl. Tt Stic, 1 ST / Malaysia;2025-10-31;25.0;false;1;stk;false;false;true
